Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price,Effective Year,Price Per Sq Meter,Property History Count,EPC Category
"Bristol, City of",7/1/2022,133492,Primary School,Christ Church C Of E VC Primary School - Whole Site,Christ Church C Of E VC Primary School - Whole Site Royal Park Bristol BS8 3AW,,Royal Park,Bristol,BS8 3AW,Clifton,357264,173294,Mixed Title,,Land And Building(S),222,0.802505,,Indirect Service / Non-Investment Letting(s),,,,"2012, 2013, 2016, 2017, 2020, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,125961,Primary School,Former Andalusia Academy Bristol,Former Andalusia Academy Bristol Halston Drive St Pauls Bristol BS2 9JE,,,,BS2 ,Ashley,359668,173905,Freehold,Vacant,Land Only,222,0.125974,Yes,Direct Service,,,,"2016, 2021, 2022, 2023",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,133356,Primary School,St Peters CE VC Primary School - Whole Site,St Peters CE VC Primary School - Whole Site Ellfield Close Bishopsworth Bristol BS13 8EF,,Ellfield Close,Bristol,BS13 8EF,Bishopsworth,356939,168732,Mixed Title,,Land And Building(S),222,2.442222,Yes,Direct Service,,,,"2014, 2016, 2017, 2018, 2019, 2020, 2021",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,132995,Land-Garden,Land Adjoining 2 Lyveden Gardens,Land Adjoining 2 Lyveden Gardens Lyveden Gardens Hartcliffe Bristol BS13 9QR,2,Lyveden Gardens,Bristol,BS13 9QR,Hartcliffe & Withywood,357969,168342,Freehold,,Land Only,222,0.002966,Yes,Direct Service,,,,"2016, 2017, 2020, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,133357,Land-Car/Lorry Park,Part Of St Peter's Church Car Park,Part Of St Peter's Church Car Park Ellfield Close Bishopsworth Bristol BS13 8EF,,Ellfield Close,Bristol,BS13 8EF,Bishopsworth,356939,168732,Freehold,,Land Only,222,0.024211,Yes,Direct Service,,,,"2010, 2011, 2014, 2016, 2018, 2021, 2023",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,133420,Library,Fishponds Library,Fishponds Library Ground Floor Robinson House Hockeys Lane Fishponds Bristol BS16 3HL,,Hockeys Lane,Bristol,BS16 3HL,Eastville,363072,175538,Leasehold,,Building(S) Only,222,0.044546,Yes,Direct Service,,,,"2015, 2016, 2018, 2021, 2022, 2024",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,133423,Primary School,St George C Of E VC Primary School,St George C Of E VC Primary School Queens Parade Brandon Hill Bristol BS1 5XJ,,Queens Parade,Bristol,BS1 5XJ,Hotwells & Harbourside,357943,172666,Mixed Title,,Land And Building(S),222,0.179597,Yes,Direct Service,,,,"2016, 2019, 2021, 2023, 2024",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,135400,Offices,100 Temple Street,100 Temple Street Redcliff Bristol BS1 6AN,100,Temple Street,Bristol,BS1 6AG,Central,359331,172449,Freehold,,Land And Building(S),17426.9,0.866146,Yes,Direct Service,C,1400,"Private Parking, Modern Kitchen","2010, 2013, 2016, 2019, 2021",3860060.76,,2022,221.5001383,5,Medium
"Bristol, City of",7/1/2022,120943,Childrens Centre,Henbury Court Childrens Centre,Henbury Court Childrens Centre Henbury Court Primary School Trevelyan Walk Henbury Bristol BS10 7NY,,,,BS10 7NY,Henbury & Brentry,356596,179126,Leasehold,,Building(S) Only,390.8,0.474772,Yes,Direct Service,G,2200,,"2013, 2016, 2021, 2024",291200,,2022,745.1381781,4,Low
"Bristol, City of",7/1/2022,132328,Primary School,Holy Cross RC VA Primary School - Part Of Playing Field,Holy Cross RC VA Primary School - Part Of Playing Field Dean Lane Bedminster Bristol BS3 1DB,,Dean Lane,Bristol,BS3 1DB,Southville,358481,171764,Freehold,,Land Only,222,0.094519,Yes,Direct Service,,,,"2010, 2012, 2016, 2017, 2021, 2025",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,131852,Nursery School,Rosemary Nursery School And Childrens Centre,Rosemary Nursery School And Childrens Centre Haviland House Great Ann Street St Judes Bristol BS2 0DT,,Lamb Street,Bristol,BS2 0DT,Lawrence Hill,359775,173346,Freehold,,Land And Building(S),222,0.092745,,Indirect Service / Non-Investment Letting(s),,,,"2012, 2016, 2021, 2022, 2023, 2024, 2025",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,133269,Childrens Centre,Bishopsworth Childrens Centre,Bishopsworth Childrens Centre 2 Lakemead Grove Bishopsworth Bristol BS13 8EA,2,Lakemead Grove,Bristol,BS13 8EA,Bishopsworth,356648,168680,Management Agreement,,Land And Building(S),172.5,0.018103,Yes,Direct Service,F,2000,,"2011, 2016, 2018, 2021, 2024, 2025",291200,,2022,1688.115942,6,Low
"Bristol, City of",7/1/2022,133034,Childrens Centre,Long Cross Specialist Children And Family Centre,Long Cross Specialist Children And Family Centre Oasis Academy Long Cross Long Cross Lawrence Weston Bristol BS11 0LP,,,,BS11 0LP,Avonmouth & Lawrence Weston,353812,177842,Leasehold,,Building(S) Only,222,0.047891,Yes,Direct Service,,,,"2010, 2016, 2020, 2021, 2025",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,134260,Secondary School,Oasis Academy Brightstowe PFI - ICT Suite,Oasis Academy Brightstowe PFI - ICT Suite Penpole Lane Shirehampton Bristol BS11 0EB,,Penpole Lane,Bristol,BS11 0EB,Avonmouth & Lawrence Weston,353367,177140,Leasehold,,Building(S) Only,222,0.008126,Yes,Direct Service,,,,"2013, 2016, 2020, 2021, 2024, 2025",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,133145,Primary School,St Johns CE VC School Annexe,St Johns CE VC School Annexe Lower Redland Road Redland Bristol BS6 6SU,,Lower Redland Road,Bristol,BS6 6SU,Clifton Down,357674,174751,Freehold,,Land And Building(S),1321,0.216977,Yes,Direct Service,F,2000,,"2013, 2014, 2016, 2021",291200,,2022,220.4390613,4,Low
"Bristol, City of",7/1/2022,121637,Library,Hartcliffe Library,Hartcliffe Library Ground Floor - Part Symes Avennue Community Centre Dowling Road Hartcliffe Bristol BS13 0BE,,Peterson Avenue,Bristol,BS13 0BE,Hartcliffe & Withywood,358470,167463,Leasehold,,Building(S) Only,159.4,0.017222,Yes,Direct Service,E,1800,,"2016, 2020, 2021, 2022",291200,,2022,1826.85069,4,Low
"Bristol, City of",7/1/2022,121400,Primary School,Avonmouth Church CE VC Primary School Playing Fields,Avonmouth Church CE VC Primary School Playing Fields Catherine Street Bristol BS11 9LG,,Catherine Street,Bristol,BS11 9LG,Avonmouth & Lawrence Weston,352152,177604,Freehold,,Land Only,222,0.336595,Yes,Direct Service,,,,"2011, 2016, 2017, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,126268,Primary School,Victoria Park Primary School,Victoria Park Primary School St Johns Lane Bedminster Bristol BS3 4QS,,,,BS3 4QS,Windmill Hill,359183,171024,Freehold,,Land And Building(S),2667.6,0.550443,,Indirect Service / Non-Investment Letting(s),E,1800,,"2013, 2014, 2016, 2018, 2020, 2021, 2025",404998.43,,2022,151.8212738,7,Low
"Bristol, City of",7/1/2022,126269,Primary School,Sea Mills Primary School And Childrens Centre,Sea Mills Primary School And Childrens Centre Riverleaze Sea Mills Bristol BS9 2HL,,Riverleaze,Bristol,BS9 2HL,Stoke Bishop,354910,176397,Freehold,,Land And Building(S),2696.5,1.26898,Yes,Direct Service,F,2000,,"2016, 2017, 2021, 2025",1097865.59,,2022,407.1446653,4,Low
"Bristol, City of",7/1/2022,133265,Primary School,Our Lady Of The Rosary Catholic Primary School ,Our Lady Of The Rosary Catholic Primary School  Broadlands Drive Lawrence Weston Bristol BS11 0PA,,Broadlands Drive,Bristol,BS11 0PA,Avonmouth & Lawrence Weston,354127,177986,Mixed Title,,Land And Building(S),222,2.201681,Yes,Direct Service,,,,"2016, 2017, 2018, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,134950,Offices,WCA House ,WCA House  Redcliff Backs Redcliff Bristol BS1 6NN,,Redcliff Backs,Bristol,BS1 6WA,Central,359032,172445,Freehold,,Land And Building(S),222,0.010803,,Investment Properties,,,"Modern Kitchen, Meeting Rooms","2016, 2021, 2022, 2023, 2025",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,120942,Childrens Centre,Upper Horfield Childrens Centre,Upper Horfield Childrens Centre Sheridan Road Horfield Bristol BS7 0PU,,Sheridan Road,Bristol,BS7 0PU,Horfield,360051,177930,Freehold,,Land And Building(S),222,0.129298,Yes,Direct Service,,,,"2016, 2017, 2018, 2019, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,999,House Service Occupancy,Hartcliffe Secondary School (Former) - School House,Hartcliffe Secondary School (Former) - School House 48 Teyfant Road Hartcliffe Bristol BS13 0RF,48,Teyfant Road,Bristol,BS13 0RF,Hengrove & Whitchurch Park,359173,167610,Freehold,,Land And Building(S),222,0.067382,Yes,Direct Service,,,,"2010, 2011, 2014, 2016, 2021, 2022, 2023",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,88223,Store/Depot/Warehouse,Storage Bays Beneath 6-11 Wellington Terrace,Storage Bays Beneath 6-11 Wellington Terrace Wellington Terrace Clifton Bristol BS8 4LE,,,,BS8 4LE,Clifton,356728,172857,Freehold,,Land And Building(S),222,0.015424,,Indirect Service / Non-Investment Letting(s),,,,"2012, 2013, 2016, 2018, 2020, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,133424,Primary School,St George C Of E VC Primary School - Playground ,St George C Of E VC Primary School - Playground  Queens Parade Brandon Hill Bristol,,Queens Parade,Bristol,BS1 5XJ,Hotwells & Harbourside,357943,172666,Freehold,,Land Only,222,0.022226,Yes,Direct Service,,,,"2016, 2021, 2024",,,2022,0,3,Unknown
"Bristol, City of",7/1/2022,131391,Land-Housing Council Development,Access Road To Moorfields House And Land Around,Access Road To Moorfields House And Land Around Church Road Redfield Bristol BS5 9JW,,Church Road,Bristol,BS5 9JP,Easton,361117,173339,Freehold,,Land Only,222,0.065042,Yes,Direct Service,,,,"2011, 2014, 2016, 2020, 2021, 2023",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,4675,Shop/Kiosk,56 St Marks Road,56 St Marks Road Eastville Bristol BS5 0LR,56,St Marks Road,Bristol,BS5 0LR,Lawrence Hill,360774,174321,Freehold,,Land And Building(S),103,0.0077,,Investment Properties,G,2200,,"2011, 2013, 2016, 2021, 2025",291200,,2022,2827.184466,5,Low
"Bristol, City of",7/1/2022,119141,Offices,Bottle Yard Studios,Bottle Yard Studios Whitchurch Lane Whitchurch Bristol BS14 0JZ,,Whitchurch Lane,Bristol,BS14 0JZ,Hengrove & Whitchurch Park,359718,168104,Freehold,,Land And Building(S),35270,5.483522,,Indirect Service / Non-Investment Letting(s),D,1600,"Modern Kitchen, Meeting Rooms","2014, 2015, 2016, 2018, 2020, 2021",13164479.91,,2022,373.2486507,6,Medium
"Bristol, City of",7/1/2022,8478,Shop/Kiosk,8-22 Bond Street,8-22 Bond Street City Centre Bristol BS1 3LU,8,Bond Street,Bristol,BS1 3LU,Central,359120,173514,Freehold,,Land And Building(S),0,0.053801,,Investment Properties,F,2000,,"2016, 2019, 2021, 2023",291200,,2022,0,4,Low
"Bristol, City of",7/1/2022,5771,Multi-Storey Car Park,Westend Multi-Storey Public Car Park,Westend Multi-Storey Public Car Park Berkeley Place Clifton Bristol BS8 1EH,,Berkeley Place,Bristol,BS8 1EH,Clifton,357757,173149,Freehold,,Land And Building(S),20043,0.410453,Yes,Direct Service,G,2200,,"2016, 2017, 2019, 2021, 2023",6519759.7,,2022,325.2886145,5,Low
"Bristol, City of",7/1/2022,5929,Community Centre/Facilities,Southville Centre,Southville Centre Beauley Road Southville Bristol BS3 1QL,,,,BS3 1QL,Southville,358012,171820,Freehold Reversion,,Land And Building(S),1817.7,0.4628,,Indirect Service / Non-Investment Letting(s),E,1800,,"2011, 2012, 2014, 2016, 2017, 2021",369556.27,,2022,203.3098256,6,Low
"Bristol, City of",7/1/2022,139073,Land-Unused Land,Bishop Manor Road - Land Rear Of 27-77,Bishop Manor Road - Land Rear Of 27-77 Manor Farm Bristol BS10 5BD,,,,BS10 5BD,Horfield,358964,177333,Freehold,,Land Only,222,0.039903,,Surplus / Non-operational / Under Review,,,,"2010, 2015, 2016, 2017, 2021, 2022",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,139208,Energy Generation Installation,Utility Installation Zone,Utility Installation Zone Gardiner Haskins Car Park Straight Street Bristol BS2 0FQ,,Straight Street,Bristol,BS2 0FQ,Lawrence Hill,359812,172955,Leasehold,,Land Only,222,0.010376,Yes,Direct Service,,,,"2015, 2016, 2017, 2018, 2019, 2021, 2024",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,119663,Cafe/Restaurant,"Restaurant - Ground Floor, The Pavilion","Restaurant - Ground Floor, The Pavilion 1 Hannover Quay Harbourside Bristol BS1 5JE",1,Hannover Quay,Bristol,BS1 5JE,Hotwells & Harbourside,358276,172294,Freehold,,Land And Building(S),224.73,0.076255,,Investment Properties,E,1800,,"2014, 2016, 2018, 2021",291200,,2022,1295.777155,4,Low
"Bristol, City of",7/1/2022,10455,Offices,Rivergate House,Rivergate House 70 Redcliff Street Redcliff Bristol BS1 6LS,70,Redcliff Street,Bristol,BS1 6LS,Central,359114,172460,Freehold,,Land And Building(S),2000,0.140053,,Investment Properties,D,1600,"Modern Kitchen, Private Parking","2011, 2016, 2017, 2018, 2021",911065.37,,2022,455.532685,5,Medium
"Bristol, City of",7/1/2022,9429,Offices,7 Unity Street,7 Unity Street City Centre Bristol BS1 5HH,7,Unity Street,Bristol,BS1 5HH,Central,358374,172914,Freehold,,Land And Building(S),0,0.019255,,Investment Properties,B,1200,"Private Parking, Meeting Rooms","2015, 2016, 2021, 2024, 2025",291200,,2022,0,5,High
"Bristol, City of",7/1/2022,6593,Offices,32 Jacobs Wells Road,32 Jacobs Wells Road Clifton Bristol BS8 1DR,32,Jacobs Wells Road,Bristol,BS8 1DR,Hotwells & Harbourside,357748,172846,Freehold,,Land And Building(S),460.46,0.052784,,Indirect Service / Non-Investment Letting(s),A,1000,"Private Parking, Meeting Rooms","2015, 2016, 2018, 2021, 2024",291200,,2022,632.4110672,5,High
"Bristol, City of",7/1/2022,9252,Land-Residential,Whitson House - Land Adjacent,Whitson House - Land Adjacent Great George Street St Judes Bristol BS2 9ED,,Great George Street,Bristol,BS2 9ED,Lawrence Hill,359738,173478,Freehold,,Land Only,222,0.034202,Yes,Direct Service,,,,"2015, 2016, 2020, 2021",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,6346,Agricultural Buildings,Oakenhill Farm - Barn And Yard,Oakenhill Farm - Barn And Yard Bonville Road Brislington Bristol BS4 5NX,,,,BS4 5NX,Brislington East,362372,170625,Freehold,,Land And Building(S),0,0.136232,,Investment Properties,F,2000,,"2016, 2020, 2021, 2022, 2025",291200,,2022,0,5,Low
"Bristol, City of",7/1/2022,120304,Courts,Avon Coroners Court,Avon Coroners Court Old Weston Road Flax Bourton BS48 1UL,,,,BS48 1UL,Outside Bristol,351899,169577,Freehold,,Land And Building(S),1341.8,0.414449,Yes,Direct Service,E,1800,,"2011, 2012, 2016, 2020, 2021, 2023",291200,,2022,217.0219109,6,Low
"Bristol, City of",7/1/2022,119843,Land-Housing Non-Council Development,Waverley Gardens ,Waverley Gardens  Land For Very Sheltered Housing Scheme Queens Road Bishopsworth Bristol,,Queens Road,Bristol,BS13 8EL,Hartcliffe & Withywood,357141,168239,Freehold Reversion,,Land Only,222,0.876705,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2014, 2016, 2021, 2022, 2023",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,117736,Offices,Knowle West Health Park - Office Accommodation At ,Knowle West Health Park - Office Accommodation At  Downton Road Knowle Bristol BS4 1WH,,Downton Road,Bristol,BS4 1WH,Filwood,358675,170105,Leasehold,,Building(S) Only,222,0.020969,Yes,Direct Service,,,"Private Parking, Meeting Rooms","2010, 2011, 2012, 2013, 2016, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,151,Community Centre/Facilities,Sea Mills Community Centre,Sea Mills Community Centre Alveston Walk Sea Mills Bristol BS9 2NJ,19,Alveston Walk,Bristol,BS9 2NJ,Avonmouth & Lawrence Weston,355016,177220,Freehold,,Land And Building(S),482.4,0.174447,,Surplus / Non-operational / Under Review,F,2000,,"2010, 2012, 2013, 2016, 2018, 2021",291200,,2022,603.6484245,6,Low
"Bristol, City of",7/1/2022,90,Offices,Ridingleaze District Office,Ridingleaze District Office Kirkby Road Lawrence Weston Bristol BS11 0QE,,Ridingleaze,Bristol,BS11 0QE,Avonmouth & Lawrence Weston,354358,178226,Freehold,,Land And Building(S),1320,0.209095,Yes,Direct Service,C,1400,"Modern Kitchen, Private Parking","2010, 2011, 2016, 2019, 2021",291200,,2022,220.6060606,5,Medium
"Bristol, City of",7/1/2022,119467,Primary School,St Peters CE VC Primary School Field,St Peters CE VC Primary School Field Ellfield Close Bishopsworth Bristol,,Ellfield Close,Bristol,BS13 8EF,Bishopsworth,356973,168747,Freehold,,Land Only,222,1.42826,Yes,Direct Service,,,,"2016, 2019, 2021, 2022, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,119662,Land-Car/Lorry Park,Bristol 1st Hotel Public Car Park,Bristol 1st Hotel Public Car Park Church Street Redcliff Bristol BS1 6BQ,,Temple Rose Street,Bristol,BS1 6BQ,Central,359392,172627,Freehold,,Land Only,222,0.097587,Yes,Direct Service,,,,"2016, 2020, 2021, 2025",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,4223,Offices,8 Queen Square,8 Queen Square City Centre Bristol BS1 4JE,8,Queen Square,Bristol,BS1 4JE,Central,358844,172642,Freehold,,Land And Building(S),240,0.013212,,Investment Properties,C,1400,"Modern Kitchen, Meeting Rooms","2014, 2016, 2018, 2020, 2021, 2022",291200,,2022,1213.333333,6,Medium
"Bristol, City of",7/1/2022,6651,Land-Playingfield/Playground/Sports,King George V Recreation Ground,King George V Recreation Ground Avonmouth Road Avonmouth Bristol BS11 9ND,,Avonmouth Road,Bristol,BS11 9ND,Avonmouth & Lawrence Weston,352395,177628,Freehold,,Land Only,222,1.4921,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2011, 2016, 2020, 2021, 2023",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,9919,Community Centre/Facilities,Hastings Road - Community Rooms,Hastings Road - Community Rooms Hastings Road Bedminster Bristol BS3 5RE,10,Hastings Road,Bristol,BS3 5RE,Filwood,358130,170280,Freehold,,Land And Building(S),222,0.024588,Yes,Direct Service,,,,"2014, 2016, 2021",,,2022,0,3,Unknown
"Bristol, City of",7/1/2022,7454,Offices,College House,College House 32-36 College Green City Centre Bristol BS1 5SU,32,College Green,Bristol,BS1 5SP,Central,358425,172798,Freehold,,Land And Building(S),2608,0.078377,,Investment Properties,D,1600,"Private Parking, Modern Kitchen","2012, 2016, 2020, 2021, 2023",792254.07,,2022,303.7784011,5,Medium
"Bristol, City of",7/1/2022,88216,Health Centre/Surgery,Whitchurch Health Centre - Site Of Former,Whitchurch Health Centre - Site Of Former Armada Road Whitchurch Bristol BS14 0SU,,Armada Road,Bristol,BS14 ,Hengrove & Whitchurch Park,360297,168443,Freehold,Vacant,Land Only,0,0.179215,,Investment Properties,G,2200,,"2013, 2014, 2016, 2017, 2021, 2024",291200,,2022,0,6,Low
"Bristol, City of",7/1/2022,5484,Community Centre/Facilities,Redland Senior Social Club,Redland Senior Social Club Burlington Road Redland Bristol BS6 6TN,,Burlington Road,Bristol,BS6 6TN,Clifton Down,357641,174588,Freehold,,Land And Building(S),269,0.029617,,Indirect Service / Non-Investment Letting(s),E,1800,,"2010, 2011, 2012, 2016, 2017, 2021",291200,,2022,1082.527881,6,Low
"Bristol, City of",7/1/2022,139540,Access/Right Of Way,Gorse Hill - Access Lane Between 95-97,Gorse Hill - Access Lane Between 95-97 Speedwell Bristol  BS16 4PL,,,,BS16 4PL,Hillfields,364564,175243,Freehold,,Land Only,222,0.010177,,Infrastructure,,,,"2010, 2011, 2016, 2018, 2020, 2021, 2022",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,1032,Special School,Former School House Hareclive Academy,Former School House Hareclive Academy 9 Bellamy Avenue Hartcliffe Bristol BS13 0HW,,,,BS13 0HW,Hartcliffe & Withywood,358086,167608,Freehold,,Land And Building(S),85.8,0.046438,,Indirect Service / Non-Investment Letting(s),E,1800,,"2016, 2017, 2020, 2021, 2024",291200,,2022,3393.939394,5,Low
"Bristol, City of",7/1/2022,115660,Community Centre/Facilities,Withywood Centre,Withywood Centre Queens Road Bishopsworth Bristol BS13 8QA,,,,BS13 8QA,Hartcliffe & Withywood,356833,167831,Freehold,,Land And Building(S),222,0.641356,,Indirect Service / Non-Investment Letting(s),,,,"2015, 2016, 2018, 2019, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,8887,Store/Depot/Warehouse,Church Road - Building At Rear Of 328,Church Road - Building At Rear Of 328 Church Road St George Bristol BS5 8AJ,328,Church Road,Bristol,BS5 8AJ,St George West,362287,173560,Freehold,,Land And Building(S),222,0.003102,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2011, 2012, 2013, 2016, 2021, 2022",,,2022,0,7,Unknown
"Bristol, City of",7/1/2022,10275,Store/Depot/Warehouse,Blaise Castle - Horticultural Centre And Wood Fuel Store,Blaise Castle - Horticultural Centre And Wood Fuel Store Kings Weston Road Kingsweston Bristol BS11 0XF,,Kings Weston Road,Bristol,BS11 0XF,Avonmouth & Lawrence Weston,355137,178295,Leasehold,,Land And Building(S),1287.63,3,Yes,Direct Service,F,2000,,"2010, 2013, 2014, 2016, 2018, 2021, 2022",376095.6,,2022,292.0835954,7,Low
"Bristol, City of",7/1/2022,152,Primary School,Former Sea Mills Infants School ,Former Sea Mills Infants School  Hallen Drive Sea Mills Bristol BS9 2NT,,Hallen Drive,Bristol,BS9 2NT,Avonmouth & Lawrence Weston,355181,177313,Freehold,,Land And Building(S),1473.1,0.802288,,Indirect Service / Non-Investment Letting(s),F,2000,,"2011, 2012, 2013, 2016, 2021, 2022",735600.05,,2022,499.3551354,6,Low
"Bristol, City of",7/1/2022,88222,Store/Depot/Warehouse,2 Wellington Terrace - Basement Workshop,2 Wellington Terrace - Basement Workshop 2A Wellington Terrace Clifton Bristol BS8 4LE,,,,BS8 4LE,Clifton,356733,172854,Freehold,,Land And Building(S),222,0.011359,,Indirect Service / Non-Investment Letting(s),,,,"2011, 2016, 2019, 2021, 2024",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,7205,Shop/Kiosk,4 Gainsborough Square,4 Gainsborough Square Lockleaze Bristol BS7 9XA,4,Gainsborough Square,Bristol,BS7 9XA,Lockleaze,360926,177033,Freehold,,Land And Building(S),192,0.0289,,Investment Properties,F,2000,,"2014, 2015, 2016, 2020, 2021",291200,,2022,1516.666667,5,Low
"Bristol, City of",7/1/2022,6363,Public Conveniences,Southmead Former Public Conveniences,Southmead Former Public Conveniences Greystoke Avenue Southmead Bristol,,Greystoke Avenue,Bristol,BS10 ,Southmead,358232,178372,Freehold,Vacant,Land And Building(S),11,0.001311,,Surplus / Non-operational / Under Review,F,2000,,"2012, 2016, 2018, 2021, 2025",291200,,2022,26472.72727,5,Low
"Bristol, City of",7/1/2022,120939,Childrens Centre,St Annes Park Childrens Centre,St Annes Park Childrens Centre Lichfield Road St Annes Bristol BS4 4BJ,,Lichfield Road,Bristol,BS4 4BJ,Brislington East,362374,172462,Leasehold,,Land And Building(S),422.76,0.225292,Yes,Direct Service,E,1800,,"2010, 2016, 2021, 2024, 2025",291200,,2022,688.8068881,5,Low
"Bristol, City of",7/1/2022,120946,Childrens Centre,Broomhill Childrens Centre,Broomhill Childrens Centre Broomhill Infant School Fermaine Avenue Brislington Bristol BS4 4UY,,Fermaine Avenue,Bristol,BS4 4UY,Brislington East,362738,171300,Freehold,,Land And Building(S),222,0.090572,Yes,Direct Service,,,,"2016, 2019, 2020, 2021, 2022",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,125946,Store/Depot/Warehouse,Gatehouse Way - Store At,Gatehouse Way - Store At Gatehouse Way Hartcliffe Bristol BS13 9AN,,Gatehouse Way,Bristol,BS13 9AN,Hartcliffe & Withywood,357425,168269,Freehold,,Land And Building(S),222,0.004324,Yes,Direct Service,,,,"2014, 2016, 2021, 2023",,,2022,0,4,Unknown
"Bristol, City of",7/1/2022,10224,Public Conveniences,Durdham Down Circular Road - Public Conveniences,Durdham Down Circular Road - Public Conveniences Circular Road Clifton Bristol,,Circular Road,Bristol,BS9 1ZZ,Stoke Bishop,355953,174766,Freehold,,Land And Building(S),39,0.004675,Yes,Direct Service,G,2200,,"2011, 2015, 2016, 2021, 2023",291200,,2022,7466.666667,5,Low
"Bristol, City of",7/1/2022,133266,Primary School,Our Lady Of The Rosary Catholic Primary School - Playing Field,Our Lady Of The Rosary Catholic Primary School - Playing Field Broadlands Drive Lawrence Weston Bristol BS11 0PA,,Broadlands Drive,Bristol,BS11 0PA,Avonmouth & Lawrence Weston,354127,177986,Freehold,,Land Only,222,1.237319,Yes,Direct Service,,,,"2010, 2015, 2016, 2021, 2023",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,126270,Primary School,St Peters CE VC Primary School - School Buildings,St Peters CE VC Primary School - School Buildings Ellfield Close Bishopsworth Bristol BS13 8EF,,Ellfield Close,Bristol,BS13 8EF,Bishopsworth,356939,168732,Education Acts Agt,,Building(S) Only,2773.35,0.947899,Yes,Direct Service,F,2000,,"2013, 2016, 2021, 2024",755119.77,,2022,272.2771269,4,Low
"Bristol, City of",7/1/2022,133307,Childrens Centre,Cashmore Early Years Centre,Cashmore Early Years Centre Cashmore House Bright Street Bristol BS5 9PN,,Bright Street,Bristol,BS5 9PR,Lawrence Hill,360937,173255,Freehold,,Land And Building(S),222,0.023044,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2014, 2015, 2016, 2017, 2021",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,11484,Land-Cemetery,Arnos Vale Cemetery,Arnos Vale Cemetery Bath Road Brislington Bristol BS4 3EW,,Bath Road,Bristol,BS4 3EW,Knowle,360762,171584,Freehold,,Land Only,222,17.141814,Yes,Community,,,,"2012, 2016, 2021, 2022, 2024, 2025",,,2022,0,6,Unknown
"Bristol, City of",7/1/2022,133387,Primary School,Fishponds CE Academy,Fishponds CE Academy Fishponds Road Fishponds Bristol BS16 3UH,,Fishponds Road,Bristol,BS16 3UH,Frome Vale,363107,175787,Mixed Title,,Land And Building(S),222,1.203404,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2015, 2016, 2018, 2021",,,2022,0,5,Unknown
"Bristol, City of",7/1/2022,9424,Offices,Arclight House,Arclight House 3 Unity Street City Centre Bristol BS1 5HH,3,Unity Street,Bristol,BS1 5HH,Central,358352,172887,Freehold,,Land And Building(S),0,0.033724,,Investment Properties,D,1600,"Meeting Rooms, Modern Kitchen","2010, 2016, 2020, 2021, 2022, 2025",291200,,2022,0,6,Medium
